"","Cover","Cropping.system","YearN","response","SE","df","lower.CL","upper.CL",".group"
"51","Wheat-Clover","Soybean-Soybean-Soybean",4,0.3,0.065126055833989,3,0.0927398242334212,0.507260175766579,"AB"
"58","SHM","Soybean-Soybean-Soybean",4,0.283333333333334,0.0770355192696783,3,0.038171929657934,0.528494737008733,"AB"
"49","No cover","Corn-Soybean-Corn",4,0.266666666666667,0.0671126770320486,3,0.0530841756083251,0.480249157725009,"AB"
"53","Wheat","Corn-Soybean-Corn",4,0.272619047619048,0.0705558239074687,3,0.048078926508476,0.49715916872962,"AB"
"52","Clover","Corn-Soybean-Corn",4,0.283333333333333,0.0793900647270448,3,0.030678715166515,0.535987951500151,"AB"
"47","Wheat-Clover","Corn-Soybean-Corn",4,0.466666666666666,0.065126055833989,3,0.259406490900088,0.673926842433245,"AB"
"59","SHM","Corn-Soybean-Corn",4,0.5,0.0770355192696782,3,0.254838596324601,0.745161403675399,"AB"
"42","No cover","Corn-Cotton-Soybean",4,0.25,0.0671126770320486,3,0.0364175089416583,0.463582491058342,"AB"
"43","Wheat","Corn-Cotton-Soybean",4,0.183333333333334,0.0705558239074687,3,-0.0412067877772382,0.407873454443905,"AB"
"50","Clover","Corn-Cotton-Soybean",4,0.266666666666667,0.0793900647270448,3,0.0140120484998489,0.519321284833485,"AB"
"55","Wheat-Clover","Corn-Cotton-Soybean",4,0.116666666666667,0.065126055833989,3,-0.0905935090999122,0.323926842433246,"B"
"48","SHM","Corn-Cotton-Soybean",4,0.416666666666667,0.0770355192696783,3,0.171505262991267,0.661828070342066,"A"
